event_name,fighter_f1,fighter_f2,outcome_f1,outcome_f2,bout_type,title,method,round,tot_fight_time,last_rnd_time,set_rounds,r1_kd_f1,r1_kd_f2,r1_sig_str_f1,r1_sig_str_f2,r1_total_str_f1,r1_total_str_f2,r1_td_f1,r1_td_f2,r1_sub_att_f1,r1_sub_att_f2,r1_rev_f1,r1_rev_f2,r1_ctrl_f1,r1_ctrl_f2,r2_kd_f1,r2_kd_f2,r2_sig_str_f1,r2_sig_str_f2,r2_total_str_f1,r2_total_str_f2,r2_td_f1,r2_td_f2,r2_sub_att_f1,r2_sub_att_f2,r2_rev_f1,r2_rev_f2,r2_ctrl_f1,r2_ctrl_f2,r3_kd_f1,r3_kd_f2,r3_sig_str_f1,r3_sig_str_f2,r3_total_str_f1,r3_total_str_f2,r3_td_f1,r3_td_f2,r3_sub_att_f1,r3_sub_att_f2,r3_rev_f1,r3_rev_f2,r3_ctrl_f1,r3_ctrl_f2,sg_strk_r1_sig_str_f1,sg_strk_r1_sig_str_f2,sg_strk_r1_head_f1,sg_strk_r1_head_f2,sg_strk_r1_body_f1,sg_strk_r1_body_f2,sg_strk_r1_leg_f1,sg_strk_r1_leg_f2,sg_strk_r1_distance_f1,sg_strk_r1_distance_f2,sg_strk_r1_clinch_f1,sg_strk_r1_clinch_f2,sg_strk_r1_grf1,sg_strk_r1_grf2,sg_strk_r2_sig_str_f1,sg_strk_r2_sig_str_f2,sg_strk_r2_head_f1,sg_strk_r2_head_f2,sg_strk_r2_body_f1,sg_strk_r2_body_f2,sg_strk_r2_leg_f1,sg_strk_r2_leg_f2,sg_strk_r2_distance_f1,sg_strk_r2_distance_f2,sg_strk_r2_clinch_f1,sg_strk_r2_clinch_f2,sg_strk_r2_grf1,sg_strk_r2_grf2,sg_strk_r3_sig_str_f1,sg_strk_r3_sig_str_f2,sg_strk_r3_head_f1,sg_strk_r3_head_f2,sg_strk_r3_body_f1,sg_strk_r3_body_f2,sg_strk_r3_leg_f1,sg_strk_r3_leg_f2,sg_strk_r3_distance_f1,sg_strk_r3_distance_f2,sg_strk_r3_clinch_f1,sg_strk_r3_clinch_f2,sg_strk_r3_grf1,sg_strk_r3_grf2,r4_kd_f1,r4_kd_f2,r4_sig_str_f1,r4_sig_str_f2,r4_total_str_f1,r4_total_str_f2,r4_td_f1,r4_td_f2,r4_sub_att_f1,r4_sub_att_f2,r4_rev_f1,r4_rev_f2,r4_ctrl_f1,r4_ctrl_f2,sg_strk_r4_sig_str_f1,sg_strk_r4_sig_str_f2,sg_strk_r4_head_f1,sg_strk_r4_head_f2,sg_strk_r4_body_f1,sg_strk_r4_body_f2,sg_strk_r4_leg_f1,sg_strk_r4_leg_f2,sg_strk_r4_distance_f1,sg_strk_r4_distance_f2,sg_strk_r4_clinch_f1,sg_strk_r4_clinch_f2,sg_strk_r4_grf1,sg_strk_r4_grf2,r5_kd_f1,r5_kd_f2,r5_sig_str_f1,r5_sig_str_f2,r5_total_str_f1,r5_total_str_f2,r5_td_f1,r5_td_f2,r5_sub_att_f1,r5_sub_att_f2,r5_rev_f1,r5_rev_f2,r5_ctrl_f1,r5_ctrl_f2,sg_strk_r5_sig_str_f1,sg_strk_r5_sig_str_f2,sg_strk_r5_head_f1,sg_strk_r5_head_f2,sg_strk_r5_body_f1,sg_strk_r5_body_f2,sg_strk_r5_leg_f1,sg_strk_r5_leg_f2,sg_strk_r5_distance_f1,sg_strk_r5_distance_f2,sg_strk_r5_clinch_f1,sg_strk_r5_clinch_f2,sg_strk_r5_grf1,sg_strk_r5_grf2
UFC Fight Night: Holm vs. Bueno Silva,Evan Elder,Genaro Valdez,1,0,Lightweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.5,0.31,0.5,0.3246753246753247,,,1,0,0,0,3,0,1.0,1.0,0.55,0.27,0.5522388059701493,0.275,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.43,0.22,0.4358974358974359,0.225,1.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.31,0.34285714285714286,0.3188405797101449,0.8333333333333334,0.5,0.8888888888888888,0.2,0.5,0.30666666666666664,,1.0,,,0.55,0.27,0.42857142857142855,0.22857142857142856,0.8,0.5,1.0,0.625,0.5522388059701493,0.275,,,,,0.43,0.22,0.39436619718309857,0.18309859154929578,0.6666666666666666,1.0,1.0,0.42857142857142855,0.4473684210526316,0.2236842105263158,0.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Holm vs. Bueno Silva,Tyson Nam,Azat Maksum,0,1,Flyweight Bout,0,Decision - Split,3,900,300,3,0,0,0.38,0.3,0.3877551020408163,0.3,,0.2,0,0,0,0,0,16,0.0,0.0,0.38,0.2,0.3875,0.2054794520547945,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.23,0.4247787610619469,0.22807017543859648,,0.33,0.0,0.0,0.0,0.0,30.0,6.0,0.38,0.3,0.13793103448275862,0.2,0.5833333333333334,0.7777777777777778,1.0,1.0,0.375,0.3157894736842105,1.0,0.0,,,0.38,0.2,0.17543859649122806,0.15625,0.9166666666666666,0.5555555555555556,0.9090909090909091,,0.379746835443038,0.21428571428571427,1.0,0.0,,,0.36,0.23,0.20634920634920634,0.24528301886792453,0.25,0.0,1.0,,0.3780487804878049,0.23214285714285715,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Holm vs. Bueno Silva,Alexander Munoz,Carl Deaton,1,0,Lightweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.23,0.32,0.23529411764705882,0.325,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.36,0.38,0.3673469387755102,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.64,0.27,0.7297297297297297,0.3181818181818182,0.75,,0.0,0.0,0.0,0.0,234.0,0.0,0.23,0.32,0.17857142857142858,0.2894736842105263,0.5,1.0,,,0.21875,0.3076923076923077,0.5,1.0,,,0.36,0.38,0.35555555555555557,0.3409090909090909,0.5,0.6666666666666666,,,0.3673469387755102,0.38,,,,,0.64,0.27,0.6153846153846154,0.2,1.0,0.6666666666666666,1.0,,0.3333333333333333,0.29411764705882354,1.0,0.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Holm vs. Bueno Silva,Ashlee Evans-Smith,Ailin Perez,0,1,Women's Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.23,0.57,0.2222222222222222,0.5747126436781609,,0.75,0,0,0,0,0,210,0.0,0.0,0.22,0.61,0.2608695652173913,0.75,0.0,0.75,0.0,0.0,0.0,0.0,8.0,218.0,0.0,0.0,0.37,0.56,0.375,0.7457627118644068,,0.57,0.0,0.0,0.0,0.0,0.0,268.0,0.23,0.57,0.1875,0.5689655172413793,,0.6666666666666666,1.0,0.5,0.13333333333333333,0.2857142857142857,1.0,0.8,,0.7027027027027027,0.22,0.61,0.1111111111111111,0.5714285714285714,0.6666666666666666,0.75,1.0,,0.16666666666666666,0.6,0.5,0.4,,1.0,0.37,0.56,0.16666666666666666,0.6,,0.5,1.0,0.5,0.2857142857142857,0.0,1.0,0.6153846153846154,,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Alexander Volkanovski,Yair Rodriguez,1,0,UFC Featherweight Title Bout,1,KO/TKO,3,859,259,5,0,0,0.73,0.55,0.8448275862068966,0.6666666666666666,0.75,,0,0,0,0,202,0,0.0,0.0,0.72,0.63,0.7333333333333333,0.6666666666666666,0.5,,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.64,0.44,0.6923076923076923,0.4423076923076923,0.5,,0.0,0.0,0.0,0.0,18.0,0.0,0.73,0.55,0.8181818181818182,0.25,,1.0,0.5,0.75,0.5,0.5,,,0.8181818181818182,1.0,0.72,0.63,0.7894736842105263,0.4,1.0,0.8333333333333334,0.4,1.0,0.4,0.6470588235294118,1.0,,0.9285714285714286,0.5,0.64,0.44,0.6153846153846154,0.22857142857142856,0.75,0.7142857142857143,0.7142857142857143,1.0,0.6129032258064516,0.4423076923076923,0.6,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Brandon Moreno,Alexandre Pantoja,0,1,UFC Flyweight Title Bout,1,Decision - Split,5,1500,300,5,0,1,0.68,0.56,0.782608695652174,0.56,0.0,0.0,0,0,0,0,97,64,0.0,0.0,0.53,0.44,0.5324675324675324,0.4675324675324675,1.0,,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.55,0.47,0.58,0.4807692307692308,,0.66,0.0,0.0,2.0,0.0,37.0,121.0,0.68,0.56,0.6666666666666666,0.5348837209302325,1.0,0.8,,0.5,0.6896551724137931,0.5135135135135135,0.6666666666666666,0.5,,1.0,0.53,0.44,0.5068493150684932,0.40298507462686567,1.0,0.8571428571428571,,,0.5277777777777778,0.4305555555555556,1.0,1.0,0.5,1.0,0.55,0.47,0.5333333333333333,0.358974358974359,1.0,1.0,1.0,1.0,0.5365853658536586,0.39473684210526316,0.0,1.0,0.8,0.75,0.0,0.0,0.64,0.4,0.6666666666666666,0.4107142857142857,,0.75,0.0,0.0,1.0,0.0,24.0,184.0,0.64,0.4,0.6136363636363636,0.3829787234042553,1.0,1.0,,0.5,0.5897435897435898,0.36585365853658536,1.0,0.5555555555555556,0.5,,0.0,0.0,0.65,0.48,0.6585365853658537,0.5555555555555556,,1.0,0.0,0.0,0.0,0.0,0.0,137.0,0.65,0.48,0.6410256410256411,0.47058823529411764,1.0,1.0,,,0.6410256410256411,0.47058823529411764,1.0,1.0,,
UFC 290: Volkanovski vs. Rodriguez,Robert Whittaker,Dricus Du Plessis,0,1,Middleweight Bout,0,KO/TKO,2,443,143,3,0,0,0.5,0.53,0.5111111111111111,0.6029411764705882,1.0,1.0,0,0,0,0,23,55,0.0,1.0,0.34,0.66,0.34615384615384615,0.66,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,0.5,0.53,0.45714285714285713,0.3611111111111111,0.5,0.9,0.8,0.875,0.4883720930232558,0.4772727272727273,1.0,,,0.8,0.34,0.66,0.2916666666666667,0.6097560975609756,,0.6666666666666666,1.0,1.0,0.32,0.6060606060606061,1.0,0.8,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Jalin Turner,Dan Hooker,0,1,Lightweight Bout,0,Decision - Split,3,900,300,3,0,0,0.49,0.7,0.4927536231884058,0.7090909090909091,,0.0,0,0,0,0,0,0,0.0,0.0,0.56,0.54,0.5666666666666667,0.5647058823529412,0.0,,0.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,0.66,0.69,0.7258064516129032,0.794392523364486,0.5,0.0,0.0,0.0,0.0,0.0,18.0,173.0,0.49,0.7,0.3404255319148936,0.5517241379310345,0.9285714285714286,0.8888888888888888,0.625,0.875,0.46875,0.6862745098039216,0.8,1.0,,,0.56,0.54,0.5227272727272727,0.4576271186440678,0.75,0.6923076923076923,0.5,0.8888888888888888,0.49019607843137253,0.5428571428571428,1.0,0.5454545454545454,,,0.66,0.69,0.6486486486486487,0.6666666666666666,0.7272727272727273,0.8,,1.0,0.6216216216216216,0.75,0.7142857142857143,0.5882352941176471,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Bo Nickal,Val Woodburn,1,0,Middleweight Bout,0,KO/TKO,1,38,38,3,1,0,0.7,0.22,0.7,0.2222222222222222,0.0,,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.22,0.7,0.2222222222222222,,,,,0.6666666666666666,0.2222222222222222,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Robbie Lawler,Niko Price,1,0,Welterweight Bout,0,KO/TKO,1,38,38,3,1,0,0.8,0.28,0.8,0.2857142857142857,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.28,0.8,0.0,,0.5,,0.5,0.6666666666666666,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Tatsuro Taira,Edgar Chairez,1,0,Catch Weight Bout,0,Decision - Unanimous,3,900,300,3,0,1,0.9,0.6,0.9230769230769231,0.6,,,0,1,1,0,163,11,0.0,0.0,0.65,0.57,0.75,0.625,1.0,,1.0,0.0,0.0,0.0,250.0,14.0,0.0,0.0,0.77,0.71,0.8484848484848485,0.7142857142857143,0.5,,0.0,1.0,0.0,1.0,180.0,0.0,0.9,0.6,1.0,0.4,0.0,1.0,0.9,0.75,0.7857142857142857,0.6,,,1.0,,0.65,0.57,0.64,0.75,,,1.0,0.3333333333333333,0.25,0.5714285714285714,,,0.7272727272727273,,0.77,0.71,0.5454545454545454,0.7142857142857143,1.0,0.8,1.0,0.5,0.7777777777777778,0.7142857142857143,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Yazmin Jauregui,Denise Gomes,0,1,Women's Strawweight Bout,0,KO/TKO,1,20,20,3,0,1,0.0,0.85,0.0,0.875,,,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.85,0.0,0.85,,,,,0.0,0.6666666666666666,,,,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Jimmy Crute,Alonzo Menifield,0,1,Light Heavyweight Bout,0,Submission,2,415,115,3,0,0,0.67,0.68,0.7209302325581395,0.75,0.0,,0,0,0,0,61,100,0.0,0.0,0.06,0.5,0.0625,0.5,0.5,,0.0,1.0,0.0,0.0,11.0,5.0,,,,,,,,,,,,,,,0.67,0.68,0.2857142857142857,0.6153846153846154,0.95,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5833333333333334,0.9090909090909091,1.0,,,0.06,0.5,0.0625,0.5,,,,,0.0625,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Vitor Petrino,Marcin Prachnio,1,0,Light Heavyweight Bout,0,Submission,3,822,222,3,0,0,0.48,0.72,0.5405405405405406,0.8461538461538461,0.5,,0,0,0,0,141,18,0.0,0.0,0.73,0.4,0.8571428571428571,0.875,1.0,0.0,1.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.51,0.53,0.5641025641025641,0.5813953488372093,1.0,,1.0,0.0,0.0,0.0,100.0,0.0,0.48,0.72,0.34615384615384615,0.5217391304347826,1.0,0.9333333333333333,1.0,1.0,0.44,0.65625,1.0,0.9166666666666666,0.5714285714285714,,0.73,0.4,0.7142857142857143,0.25,1.0,1.0,,,0.0,0.4,,,1.0,,0.51,0.53,0.4642857142857143,0.4444444444444444,0.6666666666666666,0.6666666666666666,1.0,1.0,0.4482758620689655,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Cameron Saaiman,Terrence Mitchell,1,0,Bantamweight Bout,0,KO/TKO,1,190,190,3,0,0,0.56,0.42,0.6052631578947368,0.5454545454545454,1.0,0.5,1,0,1,0,97,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.42,0.5172413793103449,0.42857142857142855,1.0,,,,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Shannon Ross,Jesus Aguilar,0,1,Flyweight Bout,0,KO/TKO,1,17,17,3,0,1,0.66,0.66,0.6666666666666666,0.6666666666666666,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.66,0.5,1.0,1.0,,,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 290: Volkanovski vs. Rodriguez,Kamuela Kirk,Esteban Ribovics,0,1,Lightweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,1.0,0.5,0.7435897435897436,0.75,1.0,,1,0,0,0,277,0,0.0,0.0,0.52,0.55,0.5294117647058824,0.5634920634920635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.5,0.59,0.525,0.648936170212766,0.22,1.0,0.0,0.0,0.0,0.0,103.0,29.0,1.0,0.5,1.0,,,,,0.5,1.0,0.5,,,,,0.52,0.55,0.4,0.5321100917431193,0.8181818181818182,0.75,1.0,1.0,0.5,0.5392156862745098,0.8,0.6666666666666666,,0.6,0.5,0.59,0.4375,0.5294117647058824,0.75,0.9166666666666666,1.0,1.0,0.4864864864864865,0.5294117647058824,1.0,0.8571428571428571,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Sean Strickland,Abus Magomedov,1,0,Middleweight Bout,0,KO/TKO,2,560,260,5,0,0,0.22,0.53,0.22916666666666666,0.5333333333333333,,0.5,0,0,0,0,0,23,1.0,0.0,0.5,0.36,0.5,0.36585365853658536,,,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,0.22,0.53,0.21739130434782608,0.29411764705882354,0.5,0.7647058823529411,,1.0,0.22916666666666666,0.5333333333333333,,,,,0.5,0.36,0.5,0.3235294117647059,,0.5,,1.0,0.4666666666666667,0.36585365853658536,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Damir Ismagulov,Grant Dawson,0,1,Lightweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.33,0.65,0.5,0.7719298245614035,,0.5,0,0,0,0,5,235,0.0,0.0,0.55,0.27,0.6363636363636364,0.5789473684210527,,1.0,0.0,1.0,0.0,0.0,0.0,237.0,0.0,0.0,0.25,0.5,0.7083333333333334,0.5454545454545454,,0.5,0.0,0.0,1.0,0.0,3.0,272.0,0.33,0.65,0.3333333333333333,0.7,0.3333333333333333,0.25,,1.0,0.3333333333333333,0.26666666666666666,,1.0,,0.9473684210526315,0.55,0.27,0.38461538461538464,0.35714285714285715,1.0,0.0,,,0.5555555555555556,0.1875,,,,1.0,0.25,0.5,0.0,0.5,,,1.0,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Max Griffin,Michael Morales,0,1,Welterweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.42,0.37,0.4642857142857143,0.375,0.0,,0,0,0,0,74,5,0.0,0.0,0.39,0.44,0.39473684210526316,0.44285714285714284,0.0,,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.26,0.48,0.28205128205128205,0.4909090909090909,0.0,1.0,0.0,0.0,0.0,0.0,51.0,20.0,0.42,0.37,0.36363636363636365,0.2903225806451613,1.0,0.75,0.6666666666666666,0.6,0.44,0.34210526315789475,0.0,1.0,,,0.39,0.44,0.30303030303030304,0.44776119402985076,1.0,0.5,1.0,0.0,0.3888888888888889,0.43283582089552236,0.5,0.6666666666666666,,,0.26,0.48,0.2631578947368421,0.425531914893617,,0.5,,1.0,0.2631578947368421,0.48148148148148145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Ariane da Silva,Melissa Gatto,1,0,Women's Flyweight Bout,0,Decision - Split,3,900,300,3,0,0,0.32,0.52,0.34615384615384615,0.5283018867924528,,0.0,0,0,0,0,0,17,0.0,0.0,0.56,0.5,0.65,0.5769230769230769,1.0,0.0,0.0,0.0,0.0,0.0,12.0,136.0,0.0,0.0,0.44,0.35,0.4444444444444444,0.38571428571428573,,0.0,0.0,0.0,0.0,0.0,35.0,24.0,0.32,0.52,0.1,0.41935483870967744,0.6,0.6666666666666666,1.0,0.7142857142857143,0.3111111111111111,0.5102040816326531,0.5,0.75,,,0.56,0.5,0.37037037037037035,0.2972972972972973,0.8571428571428571,0.8095238095238095,0.8,0.625,0.4864864864864865,0.4423076923076923,0.8888888888888888,0.7142857142857143,,,0.44,0.35,0.3409090909090909,0.30612244897959184,0.8571428571428571,0.5,1.0,0.5,0.42857142857142855,0.34375,1.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Ismael Bonfim,Benoit Saint Denis,0,1,Lightweight Bout,0,Submission,1,288,288,3,0,0,0.58,0.39,0.5769230769230769,0.603448275862069,,0.28,0,2,0,0,10,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.39,0.47368421052631576,0.16666666666666666,1.0,0.6666666666666666,1.0,,0.4444444444444444,0.3793103448275862,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Brunno Ferreira,Nursulton Ruziboev,0,1,Middleweight Bout,0,KO/TKO,1,77,77,3,0,0,0.6,0.66,0.6,0.6666666666666666,,1.0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.66,,0.625,0.0,,0.75,1.0,0.6,0.6,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Kevin Lee,Rinat Fakhretdinov,0,1,Welterweight Bout,0,Submission,1,55,55,3,0,1,0.37,0.64,0.375,0.6470588235294118,,,0,1,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.64,0.375,0.5,,1.0,,1.0,0.375,0.6470588235294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Joanderson Brito,Westin Wilson,1,0,Featherweight Bout,0,KO/TKO,1,174,174,3,0,0,0.73,0.5,0.75,0.7777777777777778,1.0,,0,2,0,0,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.5,0.75,0.0,1.0,0.75,0.0,1.0,0.5,0.42857142857142855,1.0,1.0,0.8235294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Yana Santos,Karol Rosa,0,1,Women's Featherweight Bout,0,Decision - Split,3,900,300,3,0,0,0.61,0.46,0.7640449438202247,0.7142857142857143,,,0,0,0,0,139,8,0.0,0.0,0.65,0.45,0.75,0.6363636363636364,,,0.0,0.0,0.0,0.0,94.0,8.0,0.0,0.0,0.56,0.56,0.5833333333333334,0.6060606060606061,,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.61,0.46,0.3548387096774194,0.35,0.9444444444444444,1.0,1.0,0.5,0.5185185185185185,0.36363636363636365,0.7037037037037037,1.0,,,0.65,0.45,0.2631578947368421,0.3888888888888889,1.0,0.8333333333333334,0.9166666666666666,0.5,0.5625,0.42105263157894735,0.9166666666666666,0.6666666666666666,,,0.56,0.56,0.21052631578947367,0.4358974358974359,0.75,0.8181818181818182,0.7391304347826086,0.8,0.5740740740740741,0.5217391304347826,0.5,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze,Elves Brener,0,1,Lightweight Bout,0,KO/TKO,3,797,197,3,0,0,0.62,0.4,0.6470588235294118,0.6190476190476191,,0.33,0,0,0,0,48,131,0.0,0.0,0.45,0.47,0.5061728395061729,0.5294117647058824,0.5,0.0,0.0,0.0,0.0,0.0,69.0,5.0,0.0,1.0,0.52,0.54,0.5555555555555556,0.5636363636363636,0.0,,0.0,0.0,0.0,0.0,26.0,32.0,0.62,0.4,0.5666666666666667,0.2,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6,0.4,0.75,0.5,0.0,,0.45,0.47,0.3888888888888889,0.4090909090909091,0.5384615384615384,0.8333333333333334,0.8333333333333334,0.5714285714285714,0.38333333333333336,0.43478260869565216,1.0,1.0,0.6666666666666666,0.5,0.52,0.54,0.36666666666666664,0.5,0.9166666666666666,0.75,,0.6666666666666666,0.40625,0.5434782608695652,0.9,0.6666666666666666,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic,Luana Carolina,0,1,Women's Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.2,0.45,0.5294117647058824,0.7045454545454546,0.0,,0,0,1,0,82,128,0.0,0.0,0.4,0.42,0.5833333333333334,0.6714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,118.0,84.0,0.0,0.0,0.4,0.55,0.775,0.6415094339622641,0.33,0.5,2.0,0.0,0.0,0.0,51.0,133.0,0.2,0.45,0.21428571428571427,0.21428571428571427,,0.0,0.0,1.0,0.21428571428571427,0.46153846153846156,0.0,,,0.4444444444444444,0.4,0.42,0.36,0.24,0.5714285714285714,0.7,,1.0,0.3181818181818182,0.34375,0.5,0.8333333333333334,1.0,,0.4,0.55,0.25,0.42857142857142855,1.0,1.0,1.0,1.0,0.42857142857142855,0.47619047619047616,0.0,1.0,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
