fighter,fighter_url
Daichi Abe,http://ufcstats.com/fighter-details/5140122c3eecd307
Luke Rockhold,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Justin Ledet,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
Daniel Spitz,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
Abdul-Kerim Edilov,http://ufcstats.com/fighter-details/37e03538c960bac6
Thibault Gouti,http://ufcstats.com/fighter-details/51e86de150ee8be6
Humberto Bandenay,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Aleksandra Albu,http://ufcstats.com/fighter-details/e76d9f656ceb82ab
Patrick Cummins,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
Jeremy Kennedy,http://ufcstats.com/fighter-details/68f6e96c5fa6e044
Junior Albini,http://ufcstats.com/fighter-details/c482c8605455a213
Chris Wade,http://ufcstats.com/fighter-details/c8097968da5e5f13
Galore Bofando,http://ufcstats.com/fighter-details/8a56ea383fd26e52
Leslie Smith,http://ufcstats.com/fighter-details/76984112f697631f
Jesse Taylor,http://ufcstats.com/fighter-details/dd992d569aaebee6
Gray Maynard,http://ufcstats.com/fighter-details/7d96bc577e5178b2
Tim Boetsch,http://ufcstats.com/fighter-details/c80095f6092271a7
Dennis Siver,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed
Darrell Horcher,http://ufcstats.com/fighter-details/18e8b7070228e728
Jeremy Kimball,http://ufcstats.com/fighter-details/917a5cb9821df261
Jon Tuck,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
Russell Doane,http://ufcstats.com/fighter-details/f50d95223751e6ca
Naoki Inoue,http://ufcstats.com/fighter-details/199eb7cf6ae90294
Mark Hunt,http://ufcstats.com/fighter-details/eef9b891edbd4604
Ben Nguyen,http://ufcstats.com/fighter-details/840d2c82ea68b9aa
Vitor Belfort,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Matthew Lopez,http://ufcstats.com/fighter-details/2fc7e9701642ca38
Viviane Pereira,http://ufcstats.com/fighter-details/d50382dc0565a9e1
Luan Chagas,http://ufcstats.com/fighter-details/9ccf8371fd80d45d
Alexander Gustafsson,http://ufcstats.com/fighter-details/3c6976f8182d9527
Peter Sobotta,http://ufcstats.com/fighter-details/1fcfc3709fe58151
Trevor Smith,http://ufcstats.com/fighter-details/f797f0c57a83353e
Bojan Velickovic,http://ufcstats.com/fighter-details/fcce75a25c14a804
Jason Knight,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
Gadzhimurad Antigulov,http://ufcstats.com/fighter-details/af997f7611673880
Danielle Taylor,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
Hector Sandoval,http://ufcstats.com/fighter-details/449c890bd90f3374
Rashid Magomedov,http://ufcstats.com/fighter-details/7ea1f74cef32f906
Gegard Mousasi,http://ufcstats.com/fighter-details/232c582f29f8f65e
Magomed Bibulatov,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
Jimi Manuwa,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
Joe Duffy,http://ufcstats.com/fighter-details/654ae722109a0d31
Francimar Barroso,http://ufcstats.com/fighter-details/b69f24c500d783e7
Brad Scott,http://ufcstats.com/fighter-details/34e552520a934063
Joe Soto,http://ufcstats.com/fighter-details/a4e85a58fbce64b2
Daniel Kelly,http://ufcstats.com/fighter-details/bdcbb976816fd256
Albert Morales,http://ufcstats.com/fighter-details/544d7460b3e44393
Johny Hendricks,http://ufcstats.com/fighter-details/0941df56f6ac954b
Anderson Silva,http://ufcstats.com/fighter-details/1f454354805b6f75
Marcel Fortuna,http://ufcstats.com/fighter-details/d761b3766e38c5db
Adam Milstead,http://ufcstats.com/fighter-details/72ffecf712673af1
Eric Spicely,http://ufcstats.com/fighter-details/b9664eae2ac75262
Jason Gonzalez,http://ufcstats.com/fighter-details/e45cfa47f504033a
Augusto Mendes,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49
Joachim Christensen,http://ufcstats.com/fighter-details/2d447cc91bdaa545
Dong Hyun Kim,http://ufcstats.com/fighter-details/9bcf8603ceb25680
Mizuto Hirota,http://ufcstats.com/fighter-details/35faad160d346839
Emil Meek,http://ufcstats.com/fighter-details/103b06d8707895a9
Juliana Lima,http://ufcstats.com/fighter-details/75a6a390fd5dca46
Jamie Moyle,http://ufcstats.com/fighter-details/882d62561063a927
Andrew Holbrook,http://ufcstats.com/fighter-details/66ab58d0b3783607
Damien Brown,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
Jonathan Meunier,http://ufcstats.com/fighter-details/5823ceab56741617
Jenel Lausa,http://ufcstats.com/fighter-details/ec664422b22d9787
Ryan Bader,http://ufcstats.com/fighter-details/c0ab242c40decc55
Thomas Almeida,http://ufcstats.com/fighter-details/2b074403b7c6cdb4
Johnny Eduardo,http://ufcstats.com/fighter-details/528c24b99fbaab79
Luis Henrique,http://ufcstats.com/fighter-details/e5bda12faabfc850
Artem Lobov,http://ufcstats.com/fighter-details/02f2a9702ba3d167
Martin Bravo,http://ufcstats.com/fighter-details/9c44f290f5726d95
Erik Perez,http://ufcstats.com/fighter-details/af62f99eb7606308
Michael Bisping,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Damian Stasiak,http://ufcstats.com/fighter-details/42a7e90605df3c8a
Henrique da Silva,http://ufcstats.com/fighter-details/b0bd0c5425668b8f
Nate Marquardt,http://ufcstats.com/fighter-details/a8e6a69796280f17
Renan Barao,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Roy Nelson,http://ufcstats.com/fighter-details/3f7c14c7eca7195d
Godofredo Pepey,http://ufcstats.com/fighter-details/fa37628269132d1a
Erick Silva,http://ufcstats.com/fighter-details/5866fc86183a9fb8
Evan Dunham,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
Roan Carneiro,http://ufcstats.com/fighter-details/1c86754617d9813a
Josh Barnett,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Nick Hein,http://ufcstats.com/fighter-details/2816ced060a21be3
Jessin Ayari,http://ufcstats.com/fighter-details/6eaec40f724852f4
Felipe Silva,http://ufcstats.com/fighter-details/1b38a2b897f6209c
Anthony Johnson,http://ufcstats.com/fighter-details/365fee2da473b177
Lorenz Larkin,http://ufcstats.com/fighter-details/9450848a71d53776
Jake Ellenberger,http://ufcstats.com/fighter-details/d81ac739417d7f53
Anthony Hamilton,http://ufcstats.com/fighter-details/c727c7d31c50c4cf
Michael Graves,http://ufcstats.com/fighter-details/3f1d23b01c552a13
Daniel Omielanczuk,http://ufcstats.com/fighter-details/470fedbc8563ac47
Alex Nicholson,http://ufcstats.com/fighter-details/2b6d855c6e280fb1
Brock Lesnar,http://ufcstats.com/fighter-details/513c6f1715e547a8
Cain Velasquez,http://ufcstats.com/fighter-details/0ff11cc094e887bc
Will Brooks,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Josh Stansbury,http://ufcstats.com/fighter-details/30ea504870f8597b
Alberto Mina,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
Anthony Birchak,http://ufcstats.com/fighter-details/c5a126ace82a6025
Felipe Arantes,http://ufcstats.com/fighter-details/71002dbc1743b9a7
Marco Beltran,http://ufcstats.com/fighter-details/ec71a892fada28c7
Steve Bosse,http://ufcstats.com/fighter-details/e023fa2e648ea0f1
Jason Saggo,http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23
Ali Bagautinov,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Dan Henderson,http://ufcstats.com/fighter-details/1ccf4e7caff270df
Kevin Casey,http://ufcstats.com/fighter-details/8d9586726252dbf7
Rick Story,http://ufcstats.com/fighter-details/5b5307450405abf0
Chris Camozzi,http://ufcstats.com/fighter-details/6c2030e0a143a94b
Abel Trujillo,http://ufcstats.com/fighter-details/e14b5aa06eea9653
Bryan Caraway,http://ufcstats.com/fighter-details/5ef0088c1b19beeb
Magnus Cedenblad,http://ufcstats.com/fighter-details/0e21976afc92e4d1
Reza Madadi,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
Lucas Martins,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f
Bec Rawlings,http://ufcstats.com/fighter-details/907e60fd13407e1e
Viscardi Andrade,http://ufcstats.com/fighter-details/d221ee27afc7a60e
Vitor Miranda,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
Brad Pickett,http://ufcstats.com/fighter-details/c945adc22c2bfe8f
Scott Askham,http://ufcstats.com/fighter-details/06827d70c53ff0d9
Teemu Packalen,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
Oluwale Bamgbose,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Nathan Coy,http://ufcstats.com/fighter-details/15ec018d144710db
Mike Pyle,http://ufcstats.com/fighter-details/f5990c11974d8e9c
Joshua Burkman,http://ufcstats.com/fighter-details/6da99156486ed6c2
Justin Scoggins,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
Diego Rivas,http://ufcstats.com/fighter-details/09f579be4520394a
Tarec Saffiedine,http://ufcstats.com/fighter-details/0749d968e932df53
Rafael Natal,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0
Travis Browne,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Patrick Cote,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2
Albert Tumenov,http://ufcstats.com/fighter-details/ff6a1f63c254127e
Michael McDonald,http://ufcstats.com/fighter-details/d0314416a7f26527
Michinori Tanaka,http://ufcstats.com/fighter-details/64788ee44b062ded
Sheldon Westcott,http://ufcstats.com/fighter-details/ec2d13a87d3d9541
Tamdan McCrory,http://ufcstats.com/fighter-details/eff47295daf721a6
Cole Miller,http://ufcstats.com/fighter-details/282fa667ff9c51ed
Tatsuya Kawajiri,http://ufcstats.com/fighter-details/80d918336163b80c
Gabriel Gonzaga,http://ufcstats.com/fighter-details/270b89c00ef0c55c
Geane Herrera,http://ufcstats.com/fighter-details/c169545ab0825f44
Kailin Curran,http://ufcstats.com/fighter-details/05b43e0ead3df345
Benson Henderson,http://ufcstats.com/fighter-details/2676b28836a5a836
Dongi Yang,http://ufcstats.com/fighter-details/aed06011bf62237b
Mike de la Torre,http://ufcstats.com/fighter-details/1971869b7e054261
Tae Hyun Bang,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Seo Hee Ham,http://ufcstats.com/fighter-details/165c244bcca3ed26
Fredy Serrano,http://ufcstats.com/fighter-details/0ccab7c889ede9ea
Dominique Steele,http://ufcstats.com/fighter-details/68c11c27d4d56572
Erick Montano,http://ufcstats.com/fighter-details/8163cd7de0342652
Leandro Silva,http://ufcstats.com/fighter-details/159da492e000afbf
Alvaro Herrera Mendoza,http://ufcstats.com/fighter-details/74d35fbc9c6a61bd
Jared Rosholt,http://ufcstats.com/fighter-details/91ea901c458e95dd
Kyle Noke,http://ufcstats.com/fighter-details/7339d340aa2889cb
Danny Martinez,http://ufcstats.com/fighter-details/8a9c6c4301f6d088
Richard Walsh,http://ufcstats.com/fighter-details/303a05a7aa3ff761
James Moontasri,http://ufcstats.com/fighter-details/c06a9b48d4132c8e
Johnny Case,http://ufcstats.com/fighter-details/1f4b04a926ef1287
Thiago Tavares,http://ufcstats.com/fighter-details/8a59d346dc976a10
Norman Parke,http://ufcstats.com/fighter-details/14ff46596ad80609
Neil Seery,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf
Aisling Daly,http://ufcstats.com/fighter-details/e50cd77732d39967
Garreth McLellan,http://ufcstats.com/fighter-details/f215cfbd4ba3c270
Ruslan Magomedov,http://ufcstats.com/fighter-details/369e1ce458ef50a6
Adriano Martins,http://ufcstats.com/fighter-details/7dcf06c1967801c1
Takeya Mizugaki,http://ufcstats.com/fighter-details/48e093ea1f43a053
Diego Brandao,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7
Tiago dos Santos e Silva,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
Joe Riggs,http://ufcstats.com/fighter-details/d512d9f204059f57
Valerie Letourneau,http://ufcstats.com/fighter-details/46a2f24feb258ae0
Frankie Perez,http://ufcstats.com/fighter-details/96c336b463e0662c
Chris Kelades,http://ufcstats.com/fighter-details/56c9acc4e86046a2
Shane Campbell,http://ufcstats.com/fighter-details/784285b7ae7dd85f
Jonathan Wilson,http://ufcstats.com/fighter-details/cd01f0b768a32475
Ronda Rousey,http://ufcstats.com/fighter-details/8bdac25ce0bb874d
Glaico Franca Moreira,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
Reginaldo Vieira,http://ufcstats.com/fighter-details/f9081770e28ea2e1
Antonio Silva,http://ufcstats.com/fighter-details/8349d55cdecd393a
Tom Lawlor,http://ufcstats.com/fighter-details/4d44f37107f01b9b
Elizabeth Phillips,http://ufcstats.com/fighter-details/dcbf01d605681ad1
Paddy Holohan,http://ufcstats.com/fighter-details/6e7c758f5cdec01a
Mickael Lebout,http://ufcstats.com/fighter-details/c575ab451e3c5b1d
Robert Whiteford,http://ufcstats.com/fighter-details/1dafccb62a0f98ec
Frank Mir,http://ufcstats.com/fighter-details/1ff9589f9065a9ed
Manvel Gamburyan,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
Sam Sicilia,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Maximo Blanco,http://ufcstats.com/fighter-details/4a1329cc8eb0928a
Josh Samman,http://ufcstats.com/fighter-details/9deff9e3e8d94d47
Jerrod Sanders,http://ufcstats.com/fighter-details/12f1b140e248bdb9
George Sullivan,http://ufcstats.com/fighter-details/6c7e25571490aa3b
Willie Gates,http://ufcstats.com/fighter-details/6ded9184b2284645
John Howard,http://ufcstats.com/fighter-details/fc31f896cde2bc2e
Cody Pfister,http://ufcstats.com/fighter-details/5904b0b38dc6718d
Hacran Dias,http://ufcstats.com/fighter-details/ed209f6618c82e41
Tony Sims,http://ufcstats.com/fighter-details/57bad6a84230f0c9
Sirwan Kakai,http://ufcstats.com/fighter-details/2525a853486ee670
Noad Lahat,http://ufcstats.com/fighter-details/9f755fb04cc21499
Efrain Escudero,http://ufcstats.com/fighter-details/83fd97284f4bb4a4
Patrick Williams,http://ufcstats.com/fighter-details/39330403ad27c2bb
Cathal Pendred,http://ufcstats.com/fighter-details/99c7610aa74995d3
Francisco Rivera,http://ufcstats.com/fighter-details/7ea4a9f07df33a45
Shawn Jordan,http://ufcstats.com/fighter-details/ca2efc9d7d523c43
Joe Proctor,http://ufcstats.com/fighter-details/a36556bb1565e32d
Rony Jason,http://ufcstats.com/fighter-details/b71ce838b01f2cad
Mark Munoz,http://ufcstats.com/fighter-details/179f1948dc234f1f
Phillipe Nover,http://ufcstats.com/fighter-details/64360e618823a8e4
Levan Makashvili,http://ufcstats.com/fighter-details/938ad489fb7a1f31
Guangyou Ning,http://ufcstats.com/fighter-details/2c1170b825f58e57
Jon Delos Reyes,http://ufcstats.com/fighter-details/0d0351c20169a499
Yao Zhikui,http://ufcstats.com/fighter-details/5ea918ea81b7dee2
Sean O'Connell,http://ufcstats.com/fighter-details/cb52f9490c2dc069
Alex Chambers,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d
Brendan O'Reilly,http://ufcstats.com/fighter-details/494b0bfdbac74502
Quinton Jackson,http://ufcstats.com/fighter-details/ffc088e64fab57e9
Chris Dempsey,http://ufcstats.com/fighter-details/dfae5da5676e4194
Mirko Filipovic,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
Pawel Pawlak,http://ufcstats.com/fighter-details/9310418684bc896f
Yaotzin Meza,http://ufcstats.com/fighter-details/3623bd267a2eef2e
Ron Stallings,http://ufcstats.com/fighter-details/6dd758d34da8d254
Edimilson Souza,http://ufcstats.com/fighter-details/6c7020b859c7a3ce
Leonardo Mafra,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
Roman Salazar,http://ufcstats.com/fighter-details/72c4b253d2f5ebf2
Valmir Lazaro,http://ufcstats.com/fighter-details/777dea713da2441d
Masio Fullen,http://ufcstats.com/fighter-details/4638cc6479cc0afe
Matt Dwyer,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
Ivan Jorge,http://ufcstats.com/fighter-details/19db7ac26308178f
Zach Makovsky,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30
Ildemar Alcantara,http://ufcstats.com/fighter-details/7c6e87729e824ef4
Kenny Robertson,http://ufcstats.com/fighter-details/6e0273f9478be71e
Viktor Pesta,http://ufcstats.com/fighter-details/202b0467521c9d6f
Gleison Tibau,http://ufcstats.com/fighter-details/75e5fec9f72910ef
Joby Sanchez,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2
Hector Lombard,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
Daniel Sarafian,http://ufcstats.com/fighter-details/7e47047d0971d566
Leandro Issa,http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a
Matt Mitrione,http://ufcstats.com/fighter-details/ba280572acfba13f
David Michaud,http://ufcstats.com/fighter-details/49f4b511932f71e9
Ian Entwistle,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
KJ Noons,http://ufcstats.com/fighter-details/b7ffa72aa148599a
Heather Clark,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9
Clay Collard,http://ufcstats.com/fighter-details/cc900c6a71ed23f3
Chico Camus,http://ufcstats.com/fighter-details/32be4b7f7de1c905
Matt Wiman,http://ufcstats.com/fighter-details/eb29176b03dfa888
Roger Narvaez,http://ufcstats.com/fighter-details/3a12a2f096a6d975
Akbarh Arreola,http://ufcstats.com/fighter-details/c136b2a8852da5bd
Augusto Montano,http://ufcstats.com/fighter-details/94508d80e1f885fc
Hector Urbina,http://ufcstats.com/fighter-details/4b8fb0453a596b8e
Henry Briones,http://ufcstats.com/fighter-details/01fcef7e3d051722
Caio Magalhaes,http://ufcstats.com/fighter-details/0c5c66ddd1886b83
Soa Palelei,http://ufcstats.com/fighter-details/60029bcf496bd707
Anthony Perosh,http://ufcstats.com/fighter-details/4b4753d19489297f
Chris Clements,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc
Marcus Brimage,http://ufcstats.com/fighter-details/81801f57bd0a7c41
Phil Davis,http://ufcstats.com/fighter-details/902ab9197b83d0db
Fabio Maldonado,http://ufcstats.com/fighter-details/1fb80f46d3c105d9
Yan Cabral,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39
Rory MacDonald,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
Mitch Gagnon,http://ufcstats.com/fighter-details/b8592b4a383696cd
Daron Cruickshank,http://ufcstats.com/fighter-details/5f99b2bafb10305f
Mike Wilkinson,http://ufcstats.com/fighter-details/cfaf010d5b389c09
Nicholas Musoke,http://ufcstats.com/fighter-details/8b5f9ea38184ded3
Brian Ebersole,http://ufcstats.com/fighter-details/32ba186f4b0e3267
Yoshihiro Akiyama,http://ufcstats.com/fighter-details/b0550072e5f0afa7
Kiichi Kunimoto,http://ufcstats.com/fighter-details/71df36d6d8cf0d74
Masanori Kanehara,http://ufcstats.com/fighter-details/f3a078277b3b8ff4
Katsunori Kikuno,http://ufcstats.com/fighter-details/44470bfd9483c7ad
Hyun Gyu Lim,http://ufcstats.com/fighter-details/203c957eac95dd87
Sean Spencer,http://ufcstats.com/fighter-details/ab850a77a0fa487d
Chris Beal,http://ufcstats.com/fighter-details/55f446032177b119
Matt Hobar,http://ufcstats.com/fighter-details/b57edace7b647f07
Zhang Lipeng,http://ufcstats.com/fighter-details/7b310409440c9102
Sai Wang,http://ufcstats.com/fighter-details/efb9a43415a56d34
Royston Wee,http://ufcstats.com/fighter-details/b9c03e7a4557e542
Milana Dudieva,http://ufcstats.com/fighter-details/072a10e85f7d4bff
Tom Watson,http://ufcstats.com/fighter-details/6809c31286b08d97
Ian McCall,http://ufcstats.com/fighter-details/701e057d63c124d9
Yosdenis Cedeno,http://ufcstats.com/fighter-details/3e61082025db8137
Eddie Gordon,http://ufcstats.com/fighter-details/8cad40a75e5c97f5
Patrick Walsh,http://ufcstats.com/fighter-details/b4c96c3d9139bf0e
Robert Drysdale,http://ufcstats.com/fighter-details/d2a9be6bf2de624c
Bruno Santos,http://ufcstats.com/fighter-details/da1d8d76404bb6b5
Luke Zachrich,http://ufcstats.com/fighter-details/2284092f8b63273b
Clint Hester,http://ufcstats.com/fighter-details/92b62174c175ce19
Joe Ellenberger,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
Marcelo Guimaraes,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
Richie Vaculik,http://ufcstats.com/fighter-details/54578e5927adea53
Vik Grujic,http://ufcstats.com/fighter-details/1e7483dbff40b84b
Yves Jabouin,http://ufcstats.com/fighter-details/b4eeac608fc82f88
Piotr Hallmann,http://ufcstats.com/fighter-details/a3be148af5c7b088
Lance Benoist,http://ufcstats.com/fighter-details/5431dccc09118234
Scott Jorgensen,http://ufcstats.com/fighter-details/0b64d0fed453ef7f
Robert Peralta,http://ufcstats.com/fighter-details/960d6cae8879ba2b
Elias Silverio,http://ufcstats.com/fighter-details/52ba464d9068d871
Gasan Umalatov,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70
Ricardo Abreu,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd
Niklas Backstrom,http://ufcstats.com/fighter-details/39cc64bf0a269db9
Chris Holdsworth,http://ufcstats.com/fighter-details/fc60ecf0671b9489
Mitch Clarke,http://ufcstats.com/fighter-details/c76ec2bc3a57666a
Constantinos Philippou,http://ufcstats.com/fighter-details/05560764359161e4
Chris Cariaso,http://ufcstats.com/fighter-details/b2e3aca4cd363477
Justin Salas,http://ufcstats.com/fighter-details/9b198c73e3d0d289
Takanori Gomi,http://ufcstats.com/fighter-details/3be081c29bf734d9
Danny Castillo,http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
Tim Kennedy,http://ufcstats.com/fighter-details/3c660c90d48fc80d
Sarah Kaufman,http://ufcstats.com/fighter-details/36df8e119aec6175
Ryan Jimmo,http://ufcstats.com/fighter-details/bc3ec52ef70fc155
George Roop,http://ufcstats.com/fighter-details/3c0437fbeda06962
Mark Bocek,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
Ramsey Nijem,http://ufcstats.com/fighter-details/22aa91e402d0fe1f
Jim Alers,http://ufcstats.com/fighter-details/fe5a9547479396ab
Hans Stringer,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
Francisco Trevino,http://ufcstats.com/fighter-details/97a6bbe6e6566a94
Luke Barnatt,http://ufcstats.com/fighter-details/172c2135e70f87b7
Igor Araujo,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
Phil Harris,http://ufcstats.com/fighter-details/ba043b03eb799063
Hatsu Hioki,http://ufcstats.com/fighter-details/ef7fa30364cbe7f2
Yui Chul Nam,http://ufcstats.com/fighter-details/a00ec21cfbba17b6
Vaughan Lee,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
Anying Wang,http://ufcstats.com/fighter-details/69e8c632135af48b
Mark Eddiva,http://ufcstats.com/fighter-details/40ff198adda94b9f
Ernest Chavez,http://ufcstats.com/fighter-details/b406da701c479076
Rodrigo Damm,http://ufcstats.com/fighter-details/a20d7dfaba74c067
Nick Catone,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
Hugo Viana,http://ufcstats.com/fighter-details/f95381efb3051d81
Dustin Kimura,http://ufcstats.com/fighter-details/fe91d254db77a7fc
William Macario,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
Sam Stout,http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Alptekin Ozkilic,http://ufcstats.com/fighter-details/e18a19001a3f7c7d
Jessamyn Duke,http://ufcstats.com/fighter-details/a7ddae0be8b78147
Akira Corassani,http://ufcstats.com/fighter-details/3f52ce18fb98008f
Tom Niinimaki,http://ufcstats.com/fighter-details/5fceb45939fc0c8a
Josh Sampo,http://ufcstats.com/fighter-details/f65dcb22dada2223
Rashad Evans,http://ufcstats.com/fighter-details/ee779c43a8926d52
Jason High,http://ufcstats.com/fighter-details/e5d03e4d966126bd
Rafael Cavalcante,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c
Brandon Thatch,http://ufcstats.com/fighter-details/638cfec7ec559d6e
Yves Edwards,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
Seth Baczynski,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Jimy Hettes,http://ufcstats.com/fighter-details/893d51aaf024eddd
Gilbert Melendez,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
Adlan Amagov,http://ufcstats.com/fighter-details/1e327b281ef6a745
Jake Shields,http://ufcstats.com/fighter-details/fe435e440b5de0ff
Thiago Silva,http://ufcstats.com/fighter-details/2924886ee9c4c527
Rousimar Palhares,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75
Brendan Schaub,http://ufcstats.com/fighter-details/89a407032911e27e
Francis Carmont,http://ufcstats.com/fighter-details/3591d0d5d382a381
Dylan Andrews,http://ufcstats.com/fighter-details/00debc804e2b1cd4
Roger Bowling,http://ufcstats.com/fighter-details/3b9f723e2720a238
Eric Nolan,http://ufcstats.com/fighter-details/64b12fe31be7560c
Theodor Berggren,http://ufcstats.com/fighter-details/feef5f8f5629e5e7
Jefferson Nascimento,http://ufcstats.com/fighter-details/4b85abc5abbe657c
Leon Shahbazyan,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af
Otari Tanzilovi,http://ufcstats.com/fighter-details/b9124c308671e303
Yuneisy Duben,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
YiSak Lee,http://ufcstats.com/fighter-details/e6666480a830f764
Ding Meng,http://ufcstats.com/fighter-details/e0664abaa023fd6f
Xiong Jingnan,http://ufcstats.com/fighter-details/2cdb479a0ef0ee1d
Zhu Kangjie,http://ufcstats.com/fighter-details/6f4ec5aa3eced219
Christian Edwards,http://ufcstats.com/fighter-details/f5d82eccdea4e2dd
Artur Minev,http://ufcstats.com/fighter-details/20d37922ba85e6fc
Ollie Schmid,http://ufcstats.com/fighter-details/b701f095e6ccb149
Kevin Christian,http://ufcstats.com/fighter-details/7e9b36a9847db116
Ben Johnston,http://ufcstats.com/fighter-details/3261aa79bf6caa64
Adrian Luna Martinetti,http://ufcstats.com/fighter-details/e3b30b573e7f0d19
Marcus Buchecha,http://ufcstats.com/fighter-details/095854a135e6db55
Lucas Brennan,http://ufcstats.com/fighter-details/33a8708747b7f943
Mandel Nallo,http://ufcstats.com/fighter-details/8f4528c10bd34fab
Julien Leblanc,http://ufcstats.com/fighter-details/cd0dfd9846bd03b9
Mark Vologdin,http://ufcstats.com/fighter-details/0e6b611451a9a7d8
Jamie Siraj,http://ufcstats.com/fighter-details/e6679e38e7fab7a8
Manolo Zecchini,http://ufcstats.com/fighter-details/fd7ab338e4953644
Robert Ruchala,http://ufcstats.com/fighter-details/92aed9d16794f42b
Stewart Nicoll,http://ufcstats.com/fighter-details/2bd98ab77a8daa75
Hailey Cowan,http://ufcstats.com/fighter-details/3c26c420584d912d
Dakota Hope,http://ufcstats.com/fighter-details/6142edbd477d20c9
Kurtis Campbell,http://ufcstats.com/fighter-details/9d51798e61f2e0c7
Losene Keita,http://ufcstats.com/fighter-details/5b43d68174b6e2ab
Felipe Franco,http://ufcstats.com/fighter-details/e564146b9cf6dbef
Antonio Trocoli,http://ufcstats.com/fighter-details/6d48a2df51749d91
Shem Rock,http://ufcstats.com/fighter-details/52b6bf4528130e86
Ravena Oliveira,http://ufcstats.com/fighter-details/4948e412fa6ab67d
Harry Hardwick,http://ufcstats.com/fighter-details/2dbc60c52de126d8
Rafael Tobias,http://ufcstats.com/fighter-details/d6a8edb7410223a0
Luke Fernandez,http://ufcstats.com/fighter-details/d62e280d0f7b6d6f
Angel Pacheco,http://ufcstats.com/fighter-details/07797f10b9569cfc
